id_pedido,id_cliente,fecha,hora,id_departamento,id_seccion,id_producto,nombre_producto,precio_unitario,cantidad,precio_total
1149,634,2023-05-25,1619,2,4,39,Te Helado 1.5L,3.1,2,6.2
1149,634,2023-05-25,1619,1,3,21,Lechuga unidad,1.5,1,1.5
1149,634,2023-05-25,1619,1,1,3,Queso Manchego 200g,8.9,1,8.9
1150,474,2023-09-15,968,3,6,50,Jabón en Polvo 1kg,5.2,3,15.6
1150,474,2023-09-15,968,2,4,38,Agua Con Gas 1L,1.8,1,1.8
1150,474,2023-09-15,968,1,3,21,Lechuga unidad,1.5,1,1.5
1150,474,2023-09-15,968,2,5,46,Ron 750ml,28.9,2,57.8
1151,808,2023-07-11,1625,3,6,50,Jabón en Polvo 1kg,5.2,2,10.4
1151,808,2023-07-11,1625,3,6,55,Blanqueador 1L,2.8,1,2.8
1151,808,2023-07-11,1625,3,7,62,Bolsas de Basura 50 unidades,3.9,1,3.9
1151,808,2023-07-11,1625,2,5,40,Cerveza Lager 6pack,8.9,2,17.8
1151,808,2023-07-11,1625,2,4,32,Coca Cola 2L,3.5,3,10.5
1151,808,2023-07-11,1625,3,7,58,Servilletas 200 unidades,2.4,2,4.8
1151,808,2023-07-11,1625,1,3,25,Ajos kg,4.5,4,18.0
1151,808,2023-07-11,1625,1,1,3,Queso Manchego 200g,8.9,2,17.8
1152,749,2023-01-24,1262,1,3,25,Ajos kg,4.5,1,4.5
1152,749,2023-01-24,1262,2,5,43,Vodka 750ml,25.9,2,51.8
1152,749,2023-01-24,1262,1,3,18,Plátanos kg,2.1,1,2.1
1153,39,2024-12-05,1496,2,4,36,Agua Mineral 1.5L,1.2,4,4.8
1153,39,2024-12-05,1496,2,4,37,Jugo de Naranja 1L,4.5,3,13.5
1153,39,2024-12-05,1496,2,4,39,Te Helado 1.5L,3.1,1,3.1
1153,39,2024-12-05,1496,3,6,48,Detergente Líquido 1L,4.8,2,9.6
1153,39,2024-12-05,1496,3,6,49,Suavizante 900ml,3.5,2,7.0
1153,39,2024-12-05,1496,3,7,56,Papel Higiénico 12 rollos,8.5,3,25.5
1153,39,2024-12-05,1496,1,10,27,Croissants 6 unidades,4.5,1,4.5
1154,826,2023-08-16,1089,2,5,41,Vino Tinto 750ml,12.5,2,25.0
1154,826,2023-08-16,1089,2,5,45,Vino Blanco 750ml,11.8,1,11.8
1154,826,2023-08-16,1089,1,1,3,Queso Manchego 200g,8.9,2,17.8
1154,826,2023-08-16,1089,1,2,16,Jamón Serrano 200g,9.5,2,19.0
1154,826,2023-08-16,1089,4,8,70,Cepillo de Dientes,2.8,1,2.8
1154,826,2023-08-16,1089,1,1,7,Crema de Leche 200ml,2.8,1,2.8
1155,331,2024-02-19,2118,1,1,6,Yogur Griego 400g,4.8,2,9.6
1155,331,2024-02-19,2118,3,6,53,Limpiador Multiuso 500ml,2.6,4,10.4
1155,331,2024-02-19,2118,1,1,5,Leche Descremada 1L,2.3,3,6.9
1156,509,2024-09-18,1834,2,5,42,Whisky 750ml,35.0,1,35.0
1156,509,2024-09-18,1834,3,6,50,Jabón en Polvo 1kg,5.2,4,20.8
1157,738,2024-02-21,1931,1,1,2,Yogur Natural 500g,3.2,3,9.6
1157,738,2024-02-21,1931,1,3,24,Papas kg,1.9,4,7.6
1157,738,2024-02-21,1931,1,10,27,Croissants 6 unidades,4.5,1,4.5
1158,798,2023-04-20,1485,2,4,36,Agua Mineral 1.5L,1.2,1,1.2
1158,798,2023-04-20,1485,2,4,37,Jugo de Naranja 1L,4.5,2,9.0
1158,798,2023-04-20,1485,2,4,39,Te Helado 1.5L,3.1,1,3.1
1158,798,2023-04-20,1485,3,6,49,Suavizante 900ml,3.5,2,7.0
1159,984,2024-09-02,1045,3,6,54,Jabón de Manos 300ml,2.4,1,2.4
1159,984,2024-09-02,1045,1,1,1,Leche Entera 1L,2.5,2,5.0
1159,984,2024-09-02,1045,1,10,28,Pan Blanco 600g,2.2,1,2.2
1160,319,2023-03-01,956,2,4,32,Coca Cola 2L,3.5,1,3.5
1160,319,2023-03-01,956,2,4,35,Sprite 1.5L,2.8,1,2.8
1160,319,2023-03-01,956,2,4,38,Agua Con Gas 1L,1.8,3,5.4
1160,319,2023-03-01,956,2,5,40,Cerveza Lager 6pack,8.9,2,17.8
1160,319,2023-03-01,956,2,4,32,Coca Cola 2L,3.5,2,7.0
1160,319,2023-03-01,956,3,7,58,Servilletas 200 unidades,2.4,1,2.4
1160,319,2023-03-01,956,1,10,29,Galletas Integrales 400g,3.8,1,3.8
1160,319,2023-03-01,956,1,10,30,Tostadas 300g,2.9,2,5.8
1161,617,2023-08-09,2042,4,8,67,Pasta Dental 100ml,3.5,1,3.5
1161,617,2023-08-09,2042,4,8,70,Cepillo de Dientes,2.8,1,2.8
1161,617,2023-08-09,2042,4,8,71,Enjuague Bucal 500ml,5.2,1,5.2
1161,617,2023-08-09,2042,2,5,44,Cerveza Artesanal 500ml,6.5,2,13.0
1161,617,2023-08-09,2042,3,6,54,Jabón de Manos 300ml,2.4,2,4.8
1162,549,2023-05-14,1864,2,4,36,Agua Mineral 1.5L,1.2,3,3.6
1162,549,2023-05-14,1864,2,4,37,Jugo de Naranja 1L,4.5,1,4.5
1162,549,2023-05-14,1864,2,4,39,Te Helado 1.5L,3.1,4,12.4
1162,549,2023-05-14,1864,3,6,52,Desinfectante 1L,3.8,2,7.6
1162,549,2023-05-14,1864,3,7,57,Toallas de Papel 6 rollos,7.2,2,14.4
1162,549,2023-05-14,1864,3,6,53,Limpiador Multiuso 500ml,2.6,1,2.6
1162,549,2023-05-14,1864,4,8,64,Champú 400ml,6.5,2,13.0
1163,962,2024-03-12,836,2,4,37,Jugo de Naranja 1L,4.5,1,4.5
1163,962,2024-03-12,836,1,10,27,Croissants 6 unidades,4.5,3,13.5
1163,962,2024-03-12,836,2,5,47,Cerveza Sin Alcohol 6pack,7.2,1,7.2
1164,158,2023-01-28,1591,1,3,25,Ajos kg,4.5,4,18.0
1165,920,2023-08-12,1320,4,9,72,Crema Facial 50ml,15.9,2,31.8
1165,920,2023-08-12,1320,4,9,73,Protector Solar 100ml,12.5,1,12.5
1165,920,2023-08-12,1320,4,9,79,Serum Vitamina C 30ml,22.5,2,45.0
1165,920,2023-08-12,1320,3,7,56,Papel Higiénico 12 rollos,8.5,1,8.5
1166,925,2024-07-28,2119,2,5,41,Vino Tinto 750ml,12.5,1,12.5
1166,925,2024-07-28,2119,2,5,45,Vino Blanco 750ml,11.8,3,35.4
1166,925,2024-07-28,2119,1,1,3,Queso Manchego 200g,8.9,1,8.9
1166,925,2024-07-28,2119,1,1,6,Yogur Griego 400g,4.8,2,9.6
1166,925,2024-07-28,2119,1,2,15,Salchichas kg,6.8,1,6.8
1167,306,2023-07-18,1501,2,5,42,Whisky 750ml,35.0,1,35.0
1167,306,2023-07-18,1501,2,4,36,Agua Mineral 1.5L,1.2,2,2.4
1167,306,2023-07-18,1501,1,3,25,Ajos kg,4.5,1,4.5
1167,306,2023-07-18,1501,1,1,6,Yogur Griego 400g,4.8,1,4.8
1167,306,2023-07-18,1501,1,10,28,Pan Blanco 600g,2.2,1,2.2
1167,306,2023-07-18,1501,1,10,30,Tostadas 300g,2.9,2,5.8
1168,842,2023-01-19,2040,2,5,42,Whisky 750ml,35.0,2,70.0
1168,842,2023-01-19,2040,2,4,36,Agua Mineral 1.5L,1.2,1,1.2
1169,732,2023-07-06,832,2,4,33,Pepsi 1.5L,2.9,2,5.8
1169,732,2023-07-06,832,4,9,75,Lápiz Labial,8.5,2,17.0
1169,732,2023-07-06,832,1,3,22,Naranjas kg,2.8,2,5.6
1169,732,2023-07-06,832,3,6,52,Desinfectante 1L,3.8,2,7.6
1169,732,2023-07-06,832,4,9,77,Mascarilla Facial,4.9,2,9.8
1170,304,2024-01-20,2145,4,9,78,Removedor Maquillaje 200ml,7.8,1,7.8
1170,304,2024-01-20,2145,4,9,77,Mascarilla Facial,4.9,2,9.8
1170,304,2024-01-20,2145,3,7,59,Pañuelos Faciales 100 unidades,1.8,2,3.6
1170,304,2024-01-20,2145,1,2,12,Chuletas de Cordero kg,22.9,1,22.9
1170,304,2024-01-20,2145,4,8,67,Pasta Dental 100ml,3.5,2,7.0
1170,304,2024-01-20,2145,2,4,38,Agua Con Gas 1L,1.8,1,1.8
1171,302,2024-08-01,1010,3,6,50,Jabón en Polvo 1kg,5.2,3,15.6
1171,302,2024-08-01,1010,3,6,55,Blanqueador 1L,2.8,1,2.8
1171,302,2024-08-01,1010,3,7,62,Bolsas de Basura 50 unidades,3.9,3,11.7
1171,302,2024-08-01,1010,1,3,23,Zanahorias kg,2.2,3,6.6
1172,800,2023-08-17,1402,4,8,64,Champú 400ml,6.5,1,6.5
1172,800,2023-08-17,1402,4,8,65,Acondicionador 400ml,6.8,1,6.8
1172,800,2023-08-17,1402,4,8,66,Jabón Corporal 250ml,4.2,3,12.6
1172,800,2023-08-17,1402,2,5,41,Vino Tinto 750ml,12.5,2,25.0
1172,800,2023-08-17,1402,2,5,45,Vino Blanco 750ml,11.8,1,11.8
1172,800,2023-08-17,1402,1,1,3,Queso Manchego 200g,8.9,1,8.9
1172,800,2023-08-17,1402,1,3,25,Ajos kg,4.5,2,9.0
1172,800,2023-08-17,1402,1,3,20,Cebollas kg,1.8,4,7.2
1172,800,2023-08-17,1402,3,6,51,Lavavajillas 750ml,2.9,1,2.9
1172,800,2023-08-17,1402,1,2,16,Jamón Serrano 200g,9.5,2,19.0
1173,679,2023-11-30,2172,1,2,11,Lomo de Cerdo kg,15.8,2,31.6
1173,679,2023-11-30,2172,1,3,17,Manzanas Rojas kg,3.4,3,10.2
1173,679,2023-11-30,2172,2,5,41,Vino Tinto 750ml,12.5,4,50.0
1173,679,2023-11-30,2172,4,9,72,Crema Facial 50ml,15.9,3,47.7
1174,909,2023-12-19,1634,1,3,19,Tomates kg,4.2,2,8.4
1174,909,2023-12-19,1634,1,3,20,Cebollas kg,1.8,1,1.8
1174,909,2023-12-19,1634,1,3,23,Zanahorias kg,2.2,2,4.4
1174,909,2023-12-19,1634,2,5,41,Vino Tinto 750ml,12.5,1,12.5
1174,909,2023-12-19,1634,2,5,45,Vino Blanco 750ml,11.8,1,11.8
1174,909,2023-12-19,1634,1,1,3,Queso Manchego 200g,8.9,2,17.8
1174,909,2023-12-19,1634,2,4,36,Agua Mineral 1.5L,1.2,1,1.2
1174,909,2023-12-19,1634,2,4,37,Jugo de Naranja 1L,4.5,1,4.5
1174,909,2023-12-19,1634,2,4,39,Te Helado 1.5L,3.1,1,3.1
1174,909,2023-12-19,1634,3,6,52,Desinfectante 1L,3.8,1,3.8
1175,576,2023-08-10,830,1,3,25,Ajos kg,4.5,1,4.5
1175,576,2023-08-10,830,4,8,68,Desodorante 150ml,4.8,1,4.8
1176,864,2023-05-04,1315,2,5,40,Cerveza Lager 6pack,8.9,2,17.8
1176,864,2023-05-04,1315,2,4,32,Coca Cola 2L,3.5,1,3.5
1176,864,2023-05-04,1315,3,7,58,Servilletas 200 unidades,2.4,2,4.8
1176,864,2023-05-04,1315,4,9,76,Crema Antiarrugas 50ml,25.8,1,25.8
1177,853,2023-02-11,860,3,7,62,Bolsas de Basura 50 unidades,3.9,1,3.9
1177,853,2023-02-11,860,1,10,29,Galletas Integrales 400g,3.8,1,3.8
1177,853,2023-02-11,860,1,1,1,Leche Entera 1L,2.5,3,7.5
1177,853,2023-02-11,860,4,8,66,Jabón Corporal 250ml,4.2,1,4.2
1178,854,2023-02-26,1039,3,6,50,Jabón en Polvo 1kg,5.2,1,5.2
1178,854,2023-02-26,1039,4,8,65,Acondicionador 400ml,6.8,2,13.6
1178,854,2023-02-26,1039,1,10,26,Pan Integral 500g,2.8,3,8.4
1179,50,2023-12-09,852,3,6,49,Suavizante 900ml,3.5,1,3.5
1179,50,2023-12-09,852,4,8,68,Desodorante 150ml,4.8,2,9.6
1179,50,2023-12-09,852,1,1,8,Queso Fresco 300g,5.2,1,5.2
1179,50,2023-12-09,852,4,9,79,Serum Vitamina C 30ml,22.5,2,45.0
1179,50,2023-12-09,852,2,4,36,Agua Mineral 1.5L,1.2,1,1.2
1180,884,2024-02-22,1162,2,5,41,Vino Tinto 750ml,12.5,1,12.5
1180,884,2024-02-22,1162,2,5,45,Vino Blanco 750ml,11.8,1,11.8
1180,884,2024-02-22,1162,1,1,3,Queso Manchego 200g,8.9,1,8.9
1180,884,2024-02-22,1162,1,3,19,Tomates kg,4.2,1,4.2
1180,884,2024-02-22,1162,1,1,7,Crema de Leche 200ml,2.8,1,2.8
1180,884,2024-02-22,1162,3,6,48,Detergente Líquido 1L,4.8,1,4.8
1181,732,2023-06-16,919,1,3,18,Plátanos kg,2.1,2,4.2
1181,732,2023-06-16,919,3,6,52,Desinfectante 1L,3.8,1,3.8
1181,732,2023-06-16,919,3,6,53,Limpiador Multiuso 500ml,2.6,3,7.8
1181,732,2023-06-16,919,1,3,17,Manzanas Rojas kg,3.4,2,6.8
1181,732,2023-06-16,919,4,9,79,Serum Vitamina C 30ml,22.5,2,45.0
1181,732,2023-06-16,919,2,5,45,Vino Blanco 750ml,11.8,3,35.4
1181,732,2023-06-16,919,1,1,3,Queso Manchego 200g,8.9,3,26.7
1182,717,2023-06-14,1957,1,2,9,Pollo Entero kg,5.2,2,10.4
1182,717,2023-06-14,1957,2,4,34,Fanta Naranja 2L,3.2,1,3.2
1182,717,2023-06-14,1957,1,1,3,Queso Manchego 200g,8.9,4,35.6
1182,717,2023-06-14,1957,3,6,51,Lavavajillas 750ml,2.9,1,2.9
1182,717,2023-06-14,1957,4,8,68,Desodorante 150ml,4.8,1,4.8
1183,978,2023-04-02,1071,2,5,46,Ron 750ml,28.9,1,28.9
1183,978,2023-04-02,1071,1,3,22,Naranjas kg,2.8,4,11.2
1183,978,2023-04-02,1071,1,10,26,Pan Integral 500g,2.8,1,2.8
1184,476,2024-07-11,962,1,2,9,Pollo Entero kg,5.2,1,5.2
1184,476,2024-07-11,962,1,3,24,Papas kg,1.9,1,1.9
1184,476,2024-07-11,962,1,3,23,Zanahorias kg,2.2,1,2.2
1184,476,2024-07-11,962,1,3,20,Cebollas kg,1.8,3,5.4
1184,476,2024-07-11,962,1,3,25,Ajos kg,4.5,4,18.0
1184,476,2024-07-11,962,1,1,1,Leche Entera 1L,2.5,1,2.5
1185,560,2024-04-23,1815,1,1,1,Leche Entera 1L,2.5,1,2.5
1185,560,2024-04-23,1815,1,10,26,Pan Integral 500g,2.8,2,5.6
1185,560,2024-04-23,1815,1,1,4,Mantequilla 250g,4.5,1,4.5
1185,560,2024-04-23,1815,3,7,58,Servilletas 200 unidades,2.4,1,2.4
1186,886,2023-02-20,1145,2,4,32,Coca Cola 2L,3.5,4,14.0
1186,886,2023-02-20,1145,2,4,35,Sprite 1.5L,2.8,1,2.8
1186,886,2023-02-20,1145,2,4,38,Agua Con Gas 1L,1.8,1,1.8
1186,886,2023-02-20,1145,4,8,66,Jabón Corporal 250ml,4.2,4,16.8
1186,886,2023-02-20,1145,1,1,6,Yogur Griego 400g,4.8,1,4.8
1187,257,2023-07-29,2196,3,6,51,Lavavajillas 750ml,2.9,3,8.7
1187,257,2023-07-29,2196,3,7,61,Papel Aluminio 30m,4.2,2,8.4
1187,257,2023-07-29,2196,4,8,69,Crema Hidratante 200ml,7.9,1,7.9
1187,257,2023-07-29,2196,1,2,14,Costillas de Res kg,18.4,2,36.8
1187,257,2023-07-29,2196,1,3,19,Tomates kg,4.2,3,12.6
1188,854,2023-03-18,828,4,9,72,Crema Facial 50ml,15.9,2,31.8
1188,854,2023-03-18,828,4,9,73,Protector Solar 100ml,12.5,1,12.5
1188,854,2023-03-18,828,4,9,79,Serum Vitamina C 30ml,22.5,2,45.0
1188,854,2023-03-18,828,1,2,14,Costillas de Res kg,18.4,1,18.4
1189,349,2024-08-09,1918,3,7,63,Papel Encerado 25m,3.6,1,3.6
1189,349,2024-08-09,1918,4,9,78,Removedor Maquillaje 200ml,7.8,1,7.8
1189,349,2024-08-09,1918,3,7,57,Toallas de Papel 6 rollos,7.2,2,14.4
1189,349,2024-08-09,1918,1,10,30,Tostadas 300g,2.9,2,5.8
1189,349,2024-08-09,1918,3,6,55,Blanqueador 1L,2.8,4,11.2
1189,349,2024-08-09,1918,4,9,76,Crema Antiarrugas 50ml,25.8,1,25.8
1189,349,2024-08-09,1918,4,8,70,Cepillo de Dientes,2.8,1,2.8
1190,983,2024-08-09,1720,4,8,64,Champú 400ml,6.5,1,6.5
1190,983,2024-08-09,1720,4,9,76,Crema Antiarrugas 50ml,25.8,1,25.8
1190,983,2024-08-09,1720,4,8,70,Cepillo de Dientes,2.8,3,8.4
1190,983,2024-08-09,1720,3,6,55,Blanqueador 1L,2.8,1,2.8
1190,983,2024-08-09,1720,3,6,52,Desinfectante 1L,3.8,3,11.4
1190,983,2024-08-09,1720,1,2,16,Jamón Serrano 200g,9.5,2,19.0
1190,983,2024-08-09,1720,3,7,59,Pañuelos Faciales 100 unidades,1.8,3,5.4
1191,783,2023-01-16,1547,2,4,37,Jugo de Naranja 1L,4.5,1,4.5
1191,783,2023-01-16,1547,1,10,27,Croissants 6 unidades,4.5,1,4.5
1191,783,2023-01-16,1547,1,3,24,Papas kg,1.9,2,3.8
1192,696,2023-03-30,1605,2,5,47,Cerveza Sin Alcohol 6pack,7.2,2,14.4
1192,696,2023-03-30,1605,1,1,2,Yogur Natural 500g,3.2,1,3.2
1192,696,2023-03-30,1605,2,5,43,Vodka 750ml,25.9,1,25.9
1193,584,2023-09-29,1629,1,3,25,Ajos kg,4.5,4,18.0
1194,582,2023-05-23,1470,2,5,40,Cerveza Lager 6pack,8.9,2,17.8
1194,582,2023-05-23,1470,2,4,32,Coca Cola 2L,3.5,2,7.0
1194,582,2023-05-23,1470,3,7,58,Servilletas 200 unidades,2.4,2,4.8
1194,582,2023-05-23,1470,1,10,31,Pan de Molde 700g,3.2,3,9.6
1194,582,2023-05-23,1470,3,7,56,Papel Higiénico 12 rollos,8.5,4,34.0
1195,872,2023-05-10,877,2,5,42,Whisky 750ml,35.0,1,35.0
1195,872,2023-05-10,877,2,4,36,Agua Mineral 1.5L,1.2,2,2.4
1195,872,2023-05-10,877,4,8,70,Cepillo de Dientes,2.8,2,5.6
1196,993,2023-09-14,1839,2,5,41,Vino Tinto 750ml,12.5,2,25.0
1196,993,2023-09-14,1839,2,5,45,Vino Blanco 750ml,11.8,1,11.8
1196,993,2023-09-14,1839,1,1,3,Queso Manchego 200g,8.9,1,8.9
1197,469,2024-07-12,1839,1,1,5,Leche Descremada 1L,2.3,1,2.3
1197,469,2024-07-12,1839,3,7,57,Toallas de Papel 6 rollos,7.2,1,7.2
1197,469,2024-07-12,1839,1,2,12,Chuletas de Cordero kg,22.9,1,22.9
1197,469,2024-07-12,1839,2,5,46,Ron 750ml,28.9,2,57.8
1197,469,2024-07-12,1839,1,3,23,Zanahorias kg,2.2,2,4.4
1197,469,2024-07-12,1839,1,10,31,Pan de Molde 700g,3.2,1,3.2
1197,469,2024-07-12,1839,4,8,70,Cepillo de Dientes,2.8,2,5.6
1198,799,2023-10-09,1579,1,3,19,Tomates kg,4.2,3,12.6
1198,799,2023-10-09,1579,1,3,20,Cebollas kg,1.8,2,3.6
1198,799,2023-10-09,1579,1,3,23,Zanahorias kg,2.2,1,2.2
1198,799,2023-10-09,1579,2,4,32,Coca Cola 2L,3.5,1,3.5
1198,799,2023-10-09,1579,2,4,35,Sprite 1.5L,2.8,3,8.4
1198,799,2023-10-09,1579,2,4,38,Agua Con Gas 1L,1.8,3,5.4
1198,799,2023-10-09,1579,3,6,50,Jabón en Polvo 1kg,5.2,1,5.2
1198,799,2023-10-09,1579,4,8,70,Cepillo de Dientes,2.8,2,5.6
1199,768,2023-07-20,1811,3,6,50,Jabón en Polvo 1kg,5.2,1,5.2
1199,768,2023-07-20,1811,3,6,55,Blanqueador 1L,2.8,1,2.8
1199,768,2023-07-20,1811,3,7,62,Bolsas de Basura 50 unidades,3.9,1,3.9
1199,768,2023-07-20,1811,1,3,25,Ajos kg,4.5,3,13.5
1199,768,2023-07-20,1811,1,3,24,Papas kg,1.9,1,1.9
1199,768,2023-07-20,1811,1,10,31,Pan de Molde 700g,3.2,4,12.8
1199,768,2023-07-20,1811,3,6,48,Detergente Líquido 1L,4.8,1,4.8
1200,703,2024-09-26,1479,1,3,25,Ajos kg,4.5,3,13.5
1200,703,2024-09-26,1479,2,4,36,Agua Mineral 1.5L,1.2,1,1.2
1201,275,2023-12-17,1567,4,8,67,Pasta Dental 100ml,3.5,1,3.5
1201,275,2023-12-17,1567,4,8,70,Cepillo de Dientes,2.8,1,2.8
1201,275,2023-12-17,1567,4,8,71,Enjuague Bucal 500ml,5.2,4,20.8
1201,275,2023-12-17,1567,2,4,36,Agua Mineral 1.5L,1.2,2,2.4
1201,275,2023-12-17,1567,2,4,37,Jugo de Naranja 1L,4.5,2,9.0
1201,275,2023-12-17,1567,2,4,39,Te Helado 1.5L,3.1,3,9.3
1201,275,2023-12-17,1567,2,5,40,Cerveza Lager 6pack,8.9,2,17.8
1201,275,2023-12-17,1567,2,4,32,Coca Cola 2L,3.5,3,10.5
1201,275,2023-12-17,1567,3,7,58,Servilletas 200 unidades,2.4,1,2.4
1201,275,2023-12-17,1567,4,9,79,Serum Vitamina C 30ml,22.5,2,45.0
1201,275,2023-12-17,1567,2,4,38,Agua Con Gas 1L,1.8,2,3.6
1202,349,2024-08-09,1011,1,3,19,Tomates kg,4.2,2,8.4
1202,349,2024-08-09,1011,1,3,20,Cebollas kg,1.8,2,3.6
1202,349,2024-08-09,1011,1,3,23,Zanahorias kg,2.2,3,6.6
1202,349,2024-08-09,1011,4,8,69,Crema Hidratante 200ml,7.9,1,7.9
1203,172,2023-12-18,1596,1,3,22,Naranjas kg,2.8,3,8.4
1203,172,2023-12-18,1596,3,6,52,Desinfectante 1L,3.8,1,3.8
1203,172,2023-12-18,1596,4,9,76,Crema Antiarrugas 50ml,25.8,1,25.8
1203,172,2023-12-18,1596,1,10,29,Galletas Integrales 400g,3.8,2,7.6
1204,229,2024-01-14,1009,4,8,65,Acondicionador 400ml,6.8,2,13.6
1204,229,2024-01-14,1009,1,2,14,Costillas de Res kg,18.4,1,18.4
1205,975,2024-01-10,852,4,9,72,Crema Facial 50ml,15.9,1,15.9
1205,975,2024-01-10,852,4,9,73,Protector Solar 100ml,12.5,1,12.5
1205,975,2024-01-10,852,4,9,79,Serum Vitamina C 30ml,22.5,1,22.5
1205,975,2024-01-10,852,1,1,3,Queso Manchego 200g,8.9,3,26.7
1206,199,2023-08-18,815,1,3,25,Ajos kg,4.5,1,4.5
1206,199,2023-08-18,815,2,5,40,Cerveza Lager 6pack,8.9,2,17.8
1206,199,2023-08-18,815,2,4,32,Coca Cola 2L,3.5,2,7.0
1206,199,2023-08-18,815,3,7,58,Servilletas 200 unidades,2.4,2,4.8
1206,199,2023-08-18,815,4,9,77,Mascarilla Facial,4.9,1,4.9
1206,199,2023-08-18,815,3,7,62,Bolsas de Basura 50 unidades,3.9,1,3.9
1206,199,2023-08-18,815,1,3,22,Naranjas kg,2.8,3,8.4
1207,315,2023-08-04,1607,1,1,2,Yogur Natural 500g,3.2,1,3.2
1207,315,2023-08-04,1607,1,10,30,Tostadas 300g,2.9,1,2.9
1207,315,2023-08-04,1607,1,10,26,Pan Integral 500g,2.8,2,5.6
1207,315,2023-08-04,1607,1,2,14,Costillas de Res kg,18.4,1,18.4
1208,746,2024-03-05,1774,4,8,68,Desodorante 150ml,4.8,3,14.4
1208,746,2024-03-05,1774,1,2,13,Pechuga de Pollo kg,8.7,1,8.7
1208,746,2024-03-05,1774,1,10,31,Pan de Molde 700g,3.2,4,12.8
1208,746,2024-03-05,1774,3,6,55,Blanqueador 1L,2.8,1,2.8
1208,746,2024-03-05,1774,3,7,58,Servilletas 200 unidades,2.4,3,7.2
1209,822,2024-12-14,2117,2,4,32,Coca Cola 2L,3.5,2,7.0
1209,822,2024-12-14,2117,2,4,35,Sprite 1.5L,2.8,2,5.6
1209,822,2024-12-14,2117,2,4,38,Agua Con Gas 1L,1.8,2,3.6
1209,822,2024-12-14,2117,1,1,1,Leche Entera 1L,2.5,2,5.0
1209,822,2024-12-14,2117,1,10,26,Pan Integral 500g,2.8,3,8.4
1209,822,2024-12-14,2117,1,1,4,Mantequilla 250g,4.5,2,9.0
1209,822,2024-12-14,2117,1,3,19,Tomates kg,4.2,1,4.2
1209,822,2024-12-14,2117,1,3,20,Cebollas kg,1.8,1,1.8
1209,822,2024-12-14,2117,1,3,23,Zanahorias kg,2.2,1,2.2
1209,822,2024-12-14,2117,4,9,79,Serum Vitamina C 30ml,22.5,1,22.5
1209,822,2024-12-14,2117,4,8,68,Desodorante 150ml,4.8,2,9.6
1209,822,2024-12-14,2117,1,2,16,Jamón Serrano 200g,9.5,2,19.0
1210,912,2024-02-16,1133,2,4,32,Coca Cola 2L,3.5,2,7.0
1210,912,2024-02-16,1133,2,4,35,Sprite 1.5L,2.8,2,5.6
1210,912,2024-02-16,1133,2,4,38,Agua Con Gas 1L,1.8,1,1.8
1210,912,2024-02-16,1133,1,1,8,Queso Fresco 300g,5.2,1,5.2
1210,912,2024-02-16,1133,2,5,42,Whisky 750ml,35.0,1,35.0
1210,912,2024-02-16,1133,4,9,75,Lápiz Labial,8.5,1,8.5
1211,523,2024-05-19,1491,1,3,19,Tomates kg,4.2,1,4.2
1211,523,2024-05-19,1491,1,3,20,Cebollas kg,1.8,2,3.6
1211,523,2024-05-19,1491,1,3,23,Zanahorias kg,2.2,1,2.2
1211,523,2024-05-19,1491,3,6,50,Jabón en Polvo 1kg,5.2,2,10.4
1211,523,2024-05-19,1491,3,6,55,Blanqueador 1L,2.8,1,2.8
1211,523,2024-05-19,1491,3,7,62,Bolsas de Basura 50 unidades,3.9,1,3.9
1211,523,2024-05-19,1491,2,5,47,Cerveza Sin Alcohol 6pack,7.2,2,14.4
1211,523,2024-05-19,1491,2,5,41,Vino Tinto 750ml,12.5,4,50.0
1211,523,2024-05-19,1491,4,9,79,Serum Vitamina C 30ml,22.5,1,22.5
1212,44,2023-01-07,880,1,3,25,Ajos kg,4.5,4,18.0
1212,44,2023-01-07,880,1,2,10,Carne Molida kg,12.5,1,12.5
1213,890,2023-04-29,1467,3,6,52,Desinfectante 1L,3.8,2,7.6
1213,890,2023-04-29,1467,3,7,57,Toallas de Papel 6 rollos,7.2,1,7.2
1213,890,2023-04-29,1467,3,6,53,Limpiador Multiuso 500ml,2.6,2,5.2
1213,890,2023-04-29,1467,1,1,5,Leche Descremada 1L,2.3,2,4.6
1213,890,2023-04-29,1467,4,8,67,Pasta Dental 100ml,3.5,1,3.5
1213,890,2023-04-29,1467,1,10,27,Croissants 6 unidades,4.5,1,4.5
1214,632,2024-06-16,1874,1,3,19,Tomates kg,4.2,4,16.8
1214,632,2024-06-16,1874,1,3,20,Cebollas kg,1.8,2,3.6
1214,632,2024-06-16,1874,1,3,23,Zanahorias kg,2.2,3,6.6
1214,632,2024-06-16,1874,4,8,64,Champú 400ml,6.5,1,6.5
1215,737,2024-10-14,1703,3,6,53,Limpiador Multiuso 500ml,2.6,1,2.6
1215,737,2024-10-14,1703,1,3,20,Cebollas kg,1.8,3,5.4
1215,737,2024-10-14,1703,1,1,1,Leche Entera 1L,2.5,4,10.0
1216,942,2024-12-21,1143,2,4,37,Jugo de Naranja 1L,4.5,2,9.0
1216,942,2024-12-21,1143,1,10,27,Croissants 6 unidades,4.5,3,13.5
1216,942,2024-12-21,1143,1,3,23,Zanahorias kg,2.2,1,2.2
1217,857,2023-05-17,1189,1,2,11,Lomo de Cerdo kg,15.8,2,31.6
